  0,00000   0,00000 150,00000
  0,00000   0,00000  47,09119
  0,00000   0,00000  36,13656
  0,00000   0,00000  29,36302
  0,00000   0,00000  40,22060
  0,00000   0,00000  44,05941
  0,00000   0,00000  34,51522
  0,00000   0,00000  50,73859
  0,00000   0,00000  47,65331
  0,00000   0,00000  29,44364
  0,00000   0,00000  38,31958
  0,00000   0,00000  28,67989
  0,00000   0,00000  41,88272
  0,00000   0,00000  49,55610
  0,00000   0,00000  49,63672
  0,00000   0,00000  40,72871
  0,00000   0,00000  38,17593
  0,00000   0,00000  41,00161
  0,00000   0,00000  49,13659
  0,00000   0,00000  29,28278
  0,00000   0,00000  45,28180
  0,00000   0,00000  44,32335
  0,00000   0,00000  38,37576
  0,00000   0,00000  42,64716
  0,00000   0,00000  49,26969
  0,00000   0,00000  40,85435
  0,00000   0,00000  42,13186
  0,00000   0,00000  30,64744
  0,00000   0,00000  39,12734
  0,00000   0,00000  36,61551
  0,00000   0,00000  42,20523
  0,00000   0,00000  32,82986
  0,00000   0,00000  34,25095
  0,00000   0,00000  36,73271
  0,00000   0,00000  39,76637
  0,00000   0,00000  40,39226
  0,00000   0,00000  43,31670
  0,00000   0,00000  50,39171
  0,00000   0,00000  41,48470
  0,00000   0,00000  31,07045
  0,00000   0,00000  37,57107
  0,00000   0,00000  49,61057
  0,00000   0,00000  46,26992
  0,00000   0,00000  30,06088
  0,00000   0,00000  54,24845
  0,00000   0,00000  46,42424
  0,00000   0,00000  43,88956
  0,00000   0,00000  42,58072
  0,00000   0,00000  40,81027
  0,00000   0,00000  36,75166
  0,00000   0,00000  46,24962
  0,00000   0,00000  51,76548
  0,00000   0,00000  38,31436
  0,00000   0,00000  49,87397
  0,00000   0,00000  35,78894
  0,00000   0,00000  38,04941
  0,00000   0,00000  35,86995
  0,00000   0,00000  44,44604
  0,00000   0,00000  51,22303
  0,00000   0,00000  45,79031
  0,00000   0,00000  48,64563
  0,00000   0,00000  41,53126
  0,00000   0,00000  45,27763
  0,00000   0,00000  48,80914
  0,00000   0,00000  54,27852
  0,00000   0,00000  30,74698
  0,00000   0,00000  47,60815
  0,00000   0,00000  45,02042
  0,00000   0,00000  48,30950
  0,00000   0,00000  45,30434
  0,00000   0,00000  46,19233
  0,00000   0,00000  29,93981
  0,00000   0,00000  32,98990
  0,00000   0,00000  38,16861
  0,00000   0,00000  47,08460
  0,00000   0,00000  36,03108
  0,00000   0,00000  38,91562
  0,00000   0,00000  35,00892
  0,00000   0,00000  54,35374
  0,00000   0,00000  45,67251
  0,00000   0,00000  40,40060
  0,00000   0,00000  46,27871
  0,00000   0,00000  41,75786
  0,00000   0,00000  38,77755
  0,00000   0,00000  39,44175
  0,00000   0,00000  46,49608
  0,00000   0,00000  50,13840
  0,00000   0,00000  41,16750
  0,00000   0,00000  44,74574
  0,00000   0,00000  43,01522
  0,00000   0,00000  36,64933
  0,00000   0,00000  36,53376
  0,00000   0,00000  41,31291
  0,00000   0,00000  37,06119
  0,00000   0,00000  43,85472
  0,00000   0,00000  43,51682
  0,00000   0,00000  44,12975
  0,00000   0,00000  27,55548
  0,00000   0,00000  52,77063
  0,00000   0,00000  42,71969
  0,00000   0,00000  41,49741
  0,00000   0,00000  47,24492
  0,00000   0,00000  52,57667
  0,00000   0,00000  44,13642
  0,00000   0,00000  38,98072
  0,00000   0,00000  46,64839
  0,00000   0,00000  29,52101
  0,00000   0,00000  53,04009
  0,00000   0,00000  45,45619
  0,00000   0,00000  46,69013
  0,00000   0,00000  43,25819
  0,00000   0,00000  41,73569
  0,00000   0,00000  36,33729
  0,00000   0,00000  36,63287
  0,00000   0,00000  50,47274
  0,00000   0,00000  50,86314
  0,00000   0,00000  41,61687
  0,00000   0,00000  35,41442
  0,00000   0,00000  41,03225
  0,00000   0,00000  44,34534
  0,00000   0,00000  29,55269
  0,00000   0,00000  49,49663
  0,00000   0,00000  47,70471
  0,00000   0,00000  41,38442
  0,00000   0,00000  40,13604
  0,00000   0,00000  37,79310
  0,00000   0,00000  40,20234
  0,00000   0,00000  53,74387
  0,00000   0,00000  46,11604
  0,00000   0,00000  26,21735
  0,00000   0,00000  47,87142
  0,00000   0,00000  39,56323
  0,00000   0,00000  37,23864
  0,00000   0,00000  48,49470
  0,00000   0,00000  46,55059
  0,00000   0,00000  34,96668
  0,00000   0,00000  34,63832
  0,00000   0,00000  35,16543
  0,00000   0,00000  40,48038
  0,00000   0,00000  39,68845
  0,00000   0,00000  51,24536
  0,00000   0,00000  44,47946
  0,00000   0,00000  46,34843
  0,00000   0,00000  19,86773
  0,00000   0,00000  38,67663
  0,00000   0,00000  38,46024
  0,00000   0,00000  45,62740
  0,00000   0,00000  46,49718
  0,00000   0,00000  41,79156
  0,00000   0,00000  38,89559
  0,00000   0,00000  39,02485
  0,00000   0,00000  42,29659
  0,00000   0,00000  34,12300
  0,00000   0,00000  51,68682
  0,00000   0,00000  38,71447
  0,00000   0,00000  44,88708
  0,00000   0,00000  31,03808
  0,00000   0,00000  44,99269
  0,00000   0,00000  51,92566
  0,00000   0,00000  39,04614
  0,00000   0,00000  39,33855
  0,00000   0,00000  40,88977
  0,00000   0,00000  22,18432
  0,00000   0,00000  37,15891
  0,00000   0,00000  44,11199
  0,00000   0,00000  38,47449
  0,00000   0,00000  38,61393
  0,00000   0,00000  44,85708
  0,00000   0,00000  33,94259
  0,00000   0,00000  49,18787
  0,00000   0,00000  40,80422
  0,00000   0,00000  42,40043
  0,00000   0,00000  46,01141
  0,00000   0,00000  49,78756
  0,00000   0,00000  29,52709
  0,00000   0,00000  42,87924
  0,00000   0,00000  34,64318
  0,00000   0,00000  46,28444
  0,00000   0,00000  39,70531
  0,00000   0,00000  39,51224
  0,00000   0,00000  39,64211
  0,00000   0,00000  44,35531
  0,00000   0,00000  46,66597
  0,00000   0,00000  51,15433
  0,00000   0,00000  49,50518
  0,00000   0,00000  42,85845
  0,00000   0,00000  24,06943
  0,00000   0,00000  44,69656
  0,00000   0,00000  40,16147
  0,00000   0,00000  42,48476
  0,00000   0,00000  51,33967
  0,00000   0,00000  36,85049
  0,00000   0,00000  36,35044
  0,00000   0,00000  37,64984
  0,00000   0,00000  49,87973
  0,00000   0,00000  36,33042
  0,00000   0,00000  41,69859
  0,00000   0,00000  36,63626
  0,00000   0,00000  33,58741
  0,00000   0,00000  50,98367
  0,00000   0,00000  49,51993
  0,00000   0,00000  42,49369
  0,00000   0,00000  55,69177
  0,00000   0,00000  46,44384
  0,00000   0,00000  45,57019
  0,00000   0,00000  31,93082
  0,00000   0,00000  16,21982
  0,00000   0,00000  38,67189
  0,00000   0,00000  21,48931
  0,00000   0,00000  31,05945
  0,00000   0,00000  35,15630
  0,00000   0,00000  42,79588
  0,00000   0,00000  43,71250
  0,00000   0,00000  44,61390
  0,00000   0,00000  31,84491
  0,00000   0,00000  36,96084
  0,00000   0,00000  42,06529
  0,00000   0,00000  31,89998
  0,00000   0,00000  46,52169
  0,00000   0,00000  48,44644
  0,00000   0,00000  43,09811
  0,00000   0,00000  44,80452
  0,00000   0,00000  45,80129
  0,00000   0,00000  19,34066
  0,00000   0,00000  41,88840
  0,00000   0,00000  31,29756
  0,00000   0,00000  35,70894
  0,00000   0,00000  37,10220
  0,00000   0,00000  43,37194
  0,00000   0,00000  34,86404
  0,00000   0,00000  34,69182
  0,00000   0,00000  35,66931
  0,00000   0,00000  48,38230
  0,00000   0,00000  43,86224
  0,00000   0,00000  44,87497
  0,00000   0,00000  37,08836
  0,00000   0,00000  44,16035
  0,00000   0,00000  45,54912
  0,00000   0,00000  41,97150
  0,00000   0,00000  46,22277
  0,00000   0,00000  35,04494
  0,00000   0,00000  48,91558
  0,00000   0,00000  51,95645
  0,00000   0,00000  32,64997
  0,00000   0,00000  29,43503
  0,00000   0,00000  43,25692
  0,00000   0,00000  37,69874
  0,00000   0,00000  30,30264
  0,00000   0,00000  69,13740
  0,00000   0,00000  54,24232
  0,00000   0,00000  43,77420
  0,00000   0,00000  41,33883
  0,00000   0,00000  42,86775
  0,00000   0,00000  49,71497
